Churn,gender,SeniorCitizen,Partner,Dependents,FamilySize,PhoneService,MultipleLines,InternetService,Is_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,MonthlyChargesPerHead,Contract,Is_Contract_Locked
False,Female,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,Yes,Yes,No,Yes,Credit card (automatic),35,46.35,15.450000000000001,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),45,78.75,26.25,One year,1
True,Female,0,Yes,Yes,3,Yes,No,DSL,1,No,No,No,No,No,No,Yes,Electronic check,1,45.7,15.233333333333334,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,Yes,Yes,No,Yes,No,Mailed check,67,67.85,22.616666666666664,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),67,105.65,35.21666666666667,Two year,1
True,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,No,Mailed check,49,100.45,33.483333333333334,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),70,79.25,26.416666666666668,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,53,85.7,28.566666666666666,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),13,61.8,20.599999999999998,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,No,No,No,No,No,No,No,Mailed check,28,49.9,16.633333333333333,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,Fiber optic,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,62,108.15,36.050000000000004,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),72,116.85,38.949999999999996,Two year,1
False,Female,0,Yes,Yes,3,No,No,DSL,1,No,No,No,No,No,No,No,Mailed check,5,25.05,8.35,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),41,60.3,20.099999999999998,One year,1
True,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Electronic check,26,90.8,30.266666666666666,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,69,19.4,6.466666666666666,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,No,Yes,Electronic check,37,92.95,30.983333333333334,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,71,90.35,30.116666666666664,Two year,1
True,Male,0,Yes,Yes,3,Yes,No,DSL,1,No,No,Yes,No,No,No,No,Electronic check,7,48.7,16.233333333333334,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),51,76.4,25.46666666666667,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),30,19.55,6.516666666666667,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,Yes,Mailed check,64,24.8,8.266666666666667,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,No,Yes,Yes,No,No,Credit card (automatic),67,94.1,31.366666666666664,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,Yes,No,No,No,No,Yes,Mailed check,16,55.85,18.616666666666667,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,70,106.05,35.35,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,Yes,No,No,No,Yes,Credit card (automatic),23,75.3,25.099999999999998,Month-to-month,0
True,Male,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,No,Electronic check,17,80.85,26.95,Month-to-month,0
False,Female,0,Yes,Yes,3,No,No,DSL,1,No,No,No,Yes,No,No,Yes,Credit card (automatic),48,29.5,9.833333333333334,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,No,No,No,Yes,No,Credit card (automatic),55,59.45,19.816666666666666,One year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,30,21.25,7.083333333333333,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),45,95.0,31.666666666666668,One year,1
False,Female,0,Yes,Yes,3,No,No,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),72,64.45,21.483333333333334,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,22,80.15,26.71666666666667,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),46,20.2,6.733333333333333,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,55,21.0,7.0,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,No,No,No,Yes,Yes,Yes,Electronic check,67,75.5,25.166666666666668,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),41,74.55,24.849999999999998,Month-to-month,0
False,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,Yes,Yes,Yes,No,No,Credit card (automatic),42,48.15,16.05,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,23,19.65,6.55,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),12,25.4,8.466666666666667,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),54,69.95,23.316666666666666,Two year,1
True,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,No,No,No,Yes,No,Credit card (automatic),33,86.15,28.71666666666667,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,16,20.15,6.716666666666666,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,57,84.5,28.166666666666668,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),72,83.7,27.900000000000002,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,Fiber optic,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),70,101.1,33.699999999999996,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,Yes,Credit card (automatic),67,19.4,6.466666666666666,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),50,84.15,28.05,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,56,103.2,34.4,Two year,1
True,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,No,No,No,No,No,No,Electronic check,24,54.75,18.25,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),46,19.95,6.6499999999999995,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),69,24.45,8.15,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,19,20.2,6.733333333333333,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,No,No,Yes,Yes,No,No,Yes,Mailed check,17,61.95,20.650000000000002,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Mailed check,52,25.75,8.583333333333334,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),72,104.9,34.96666666666667,One year,1
True,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,67,111.3,37.1,One year,1
False,Female,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Credit card (automatic),12,25.25,8.416666666666666,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),66,89.9,29.96666666666667,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),71,82.0,27.333333333333332,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,Yes,Yes,Yes,Yes,No,No,No,Credit card (automatic),71,64.05,21.349999999999998,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),38,101.15,33.71666666666667,Month-to-month,0
False,Female,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,Yes,No,No,No,Mailed check,23,34.6,11.533333333333333,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,Yes,Electronic check,58,19.55,6.516666666666667,One year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,45,20.35,6.783333333333334,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),36,19.45,6.483333333333333,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,No,Yes,No,Yes,No,No,No,Mailed check,23,59.7,19.900000000000002,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),41,78.35,26.116666666666664,One year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),27,45.85,15.283333333333333,One year,1
False,Female,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,Yes,No,No,No,Credit card (automatic),67,35.7,11.9,Two year,1
False,Female,1,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),72,89.55,29.849999999999998,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,Yes,Credit card (automatic),56,24.95,8.316666666666666,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Electronic check,44,24.85,8.283333333333333,One year,1
True,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,1,102.45,34.15,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),30,54.45,18.150000000000002,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),64,19.8,6.6000000000000005,One year,1
True,Male,0,Yes,Yes,3,Yes,No,Fiber optic,1,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,23,99.85,33.28333333333333,Month-to-month,0
True,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,1,74.5,24.833333333333332,Month-to-month,0
True,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),66,99.5,33.166666666666664,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,72,107.45,35.81666666666667,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),54,91.3,30.433333333333334,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,Yes,No,No,No,Yes,Credit card (automatic),69,79.2,26.400000000000002,Two year,1
True,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),48,103.25,34.416666666666664,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,71,91.25,30.416666666666668,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),34,97.7,32.56666666666667,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,No,Yes,No,Yes,Yes,No,Yes,Mailed check,9,65.6,21.866666666666664,One year,1
False,Male,0,Yes,Yes,3,Yes,No,Fiber optic,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),71,104.65,34.88333333333333,One year,1
False,Female,1,Yes,Yes,3,Yes,No,Fiber optic,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,48,104.5,34.833333333333336,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),43,104.3,34.766666666666666,One year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),72,93.25,31.083333333333332,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),35,73.45,24.483333333333334,One year,1
False,Female,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Mailed check,49,25.25,8.416666666666666,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),71,100.5,33.5,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,No,No,Yes,Yes,No,Electronic check,11,90.6,30.2,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),63,89.4,29.8,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,Yes,Electronic check,4,19.95,6.6499999999999995,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,No,Yes,No,No,No,Yes,No,Electronic check,28,64.4,21.46666666666667,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),57,65.2,21.733333333333334,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),72,19.95,6.6499999999999995,Two year,1
False,Female,0,Yes,Yes,3,No,No,DSL,1,Yes,No,Yes,No,No,Yes,No,Credit card (automatic),48,45.0,15.0,One year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),71,95.75,31.916666666666668,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Mailed check,8,24.4,8.133333333333333,One year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,Yes,No,No,No,No,Bank transfer (automatic),61,33.6,11.200000000000001,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),72,90.45,30.150000000000002,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,9,19.6,6.533333333333334,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),67,54.2,18.066666666666666,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),62,20.05,6.683333333333334,Two year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,No,No,Yes,Yes,Electronic check,49,39.2,13.066666666666668,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),71,90.3,30.099999999999998,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,No,No,No,Yes,No,No,Yes,Credit card (automatic),66,49.4,16.466666666666665,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),60,103.75,34.583333333333336,Month-to-month,0
False,Male,0,Yes,Yes,3,No,No,DSL,1,No,No,No,No,No,No,Yes,Electronic check,21,26.05,8.683333333333334,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,No,Yes,No,No,No,No,No,Mailed check,43,50.2,16.733333333333334,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,71,85.45,28.483333333333334,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,8,19.8,6.6000000000000005,One year,1
True,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,Yes,Mailed check,33,103.7,34.56666666666667,One year,1
False,Female,0,Yes,Yes,3,No,No,DSL,1,No,Yes,No,No,No,No,Yes,Mailed check,2,30.25,10.083333333333334,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),42,94.45,31.483333333333334,One year,1
True,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,8,94.2,31.400000000000002,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,45,20.85,6.95,Two year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),28,60.0,20.0,One year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,Yes,Yes,No,Yes,No,Credit card (automatic),7,49.65,16.55,Two year,1
True,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),40,94.55,31.516666666666666,Month-to-month,0
False,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,No,Yes,No,No,Credit card (automatic),4,38.55,12.85,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,3,19.65,6.55,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),17,19.9,6.633333333333333,One year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,Yes,Credit card (automatic),32,19.45,6.483333333333333,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),72,109.55,36.516666666666666,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,Yes,No,No,No,No,No,No,Mailed check,27,74.4,24.8,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,No,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),11,59.65,19.883333333333333,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),72,110.45,36.81666666666667,Two year,1
True,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,No,Electronic check,28,106.1,35.36666666666667,One year,1
False,Male,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Mailed check,47,24.55,8.183333333333334,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,48,19.55,6.516666666666667,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,60,20.55,6.8500000000000005,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,No,Yes,Yes,Yes,Yes,Electronic check,49,97.95,32.65,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,6,19.85,6.616666666666667,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),56,75.85,25.28333333333333,Two year,1
True,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,No,Yes,Electronic check,46,100.7,33.56666666666667,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,12,20.5,6.833333333333333,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,No,No,Yes,No,Yes,Yes,Electronic check,28,90.45,30.150000000000002,One year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic check,68,78.45,26.150000000000002,One year,1
False,Male,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,No,Yes,Yes,Yes,No,Electronic check,50,75.5,25.166666666666668,One year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,72,20.35,6.783333333333334,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),44,20.6,6.866666666666667,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),34,20.1,6.7,One year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,52,19.2,6.3999999999999995,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,34,84.75,28.25,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,DSL,1,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,53,78.75,26.25,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),47,20.25,6.75,Two year,1
False,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),72,97.75,32.583333333333336,Two year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,No,Yes,Yes,No,Credit card (automatic),67,50.9,16.966666666666665,Two year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,No,No,No,Yes,Yes,No,Yes,Electronic check,34,40.55,13.516666666666666,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,No,Credit card (automatic),65,26.0,8.666666666666666,Two year,1
False,Female,0,Yes,Yes,3,No,No,DSL,1,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),72,53.8,17.933333333333334,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,Yes,No,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),62,70.75,23.583333333333332,One year,1
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,56,20.05,6.683333333333334,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),71,99.0,33.0,Two year,1
False,Male,0,Yes,Yes,3,No,No,DSL,1,No,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),66,50.55,16.849999999999998,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),13,25.0,8.333333333333334,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),65,91.55,30.516666666666666,Two year,1
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,15,19.35,6.45,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,42,100.4,33.46666666666667,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),53,108.25,36.083333333333336,Month-to-month,0
True,Female,1,Yes,Yes,3,Yes,No,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,31,98.9,32.96666666666667,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,44,19.6,6.533333333333334,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Electronic check,57,100.6,33.53333333333333,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),62,20.3,6.766666666666667,Two year,1
False,Female,0,Yes,Yes,3,Yes,No,DSL,1,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),21,58.85,19.616666666666667,One year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),72,98.65,32.88333333333333,Two year,1
False,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,64,111.45,37.15,One year,1
True,Male,0,Yes,Yes,3,No,No,DSL,1,Yes,No,No,Yes,No,No,Yes,Electronic check,7,34.5,11.5,Month-to-month,0
False,Female,0,Yes,Yes,3,Yes,Yes,DSL,1,No,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),14,80.45,26.816666666666666,Month-to-month,0
True,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,1,Yes,No,No,Yes,No,Yes,Yes,Credit card (automatic),67,94.35,31.45,One year,1
True,Male,0,Yes,Yes,3,Yes,No,DSL,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),6,44.6,14.866666666666667,Month-to-month,0
False,Male,0,Yes,Yes,3,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,25,19.9,6.633333333333333,One year,1
False,Male,1,Yes,Yes,3,Yes,Yes,DSL,1,No,No,No,No,No,No,Yes,Electronic check,28,51.0,17.0,One year,1
